Student_ID,Attendance,Internal_Marks,Final_Marks,Total_Marks,CGPA,Study_Hours,Mode
991,77.34,27.11,25.13,52.24,5.224,1.26,Offline
992,87.45,40.86,39.03,79.89,7.989,5.44,Offline
993,52.9,17.95,17.05,35,3.5,1.46,Online
994,43.4,12.75,15.11,27.86,2.786,2.64,Online
996,96.06,21.63,24.35,45.97,4.597,2.32,Online
997,65.52595556,26.55,26.56,53.1,5.31,1.87,Offline
998,79.85,43.4,41.98,85.38,8.538,5.8,Online
999,44.12,39.45,36.57,76.03,7.603,4.09,Online
1000,65.52595556,28.7,26.96,55.66,5.566,2.33,Offline
1001,35.6,36.39,43.31,79.71,7.971,6.3,Online
1002,81.03,38.55,37.71,76.26,7.626,3.75,Online
1003,55.97,31.52,37.41,68.94,6.894,4.24,Online
1004,98.99,40.66,45.3,85.96,8.596,4.81,Offline
1005,78.81,40.8,43.67,84.47,8.447,3.85,Offline
1006,37.95,20.98,21.73,42.71,4.271,2.08,Offline
1007,34.52,28.75,28.99,57.74,5.774,2,Online
1008,96.96,37.4,41.85,79.25,7.925,5.79,Online
1009,81.17,50,46.69,96.69,9.669,5.73,Offline
1010,78.28,24.46,27.21,51.68,5.168,1.07,Online
1011,85.81,38.85,43.1,81.95,8.195,4.80753012,Offline
1012,46.7,26.23,26.07,52.31,5.231,1.67,Online
1013,30.55,20.44,24.81,45.25,4.525,2,Online
1014,50.68,15.84,16.91,32.75,3.275,1.71,Offline
1015,97.24,21.79,20.11,41.9,4.19,1.4,Online
1016,30.85,32.44,37.45,69.89,6.989,6.64,Online
1017,79.78,26.77,26.21,52.98,5.298,2.82,Online
1018,57.22,17.71,16.84,34.55,3.455,2.07,Online
1019,38.34,16.15,19.87,36.02,3.602,2.89,Offline
1020,44.59,40.29,42.39,82.67,8.267,6.6,Online
1021,33.98,45.89,42.75,88.63,8.863,4.79,Online
1022,86.08,20.33,27.41,47.74,4.774,2.54,Offline
1023,54.68,18.81,22.77,41.58,4.158,1.92,Online
1024,90.73,20.46,28.39,48.86,4.886,2.42,Offline
1025,37.25,18.94,22.25,41.18,4.118,2.77,Offline
1026,99.79,26.34,29.25,55.58,5.558,2,Online
1027,94.28,35.57,37.97,73.54,7.354,5.77,Online
1028,66.11442269,19.91,25.84,45.75,4.575,2.01,Offline
1029,94.15,39.94,47.12,87.06,8.706,5.84,Online
1030,98.35,19.16,22.2,41.36,4.136,1.994330357,Online
1031,35.12,14.43,19.01,33.43,3.343,2.02,Offline
1032,98.44,37.39,46.86,84.25,8.425,5.84,Online
1033,65.52595556,32.71,30.31,63.02,6.302,1.22,Offline
1034,76.15,37.42,42.07,79.49,7.949,4.02,Online
1035,85.85,22.31,29.83,52.15,5.215,2.81,Online
1036,91.71,31.11,30.35,61.46,6.146,1.33,Offline
1037,97.6,17.18,23.85,41.02,4.102,2.1,Offline
1038,66.70537281,26.24,37.47,63.71,6.371,5.01,Online
1039,41.59,33.01,39.85,72.85,7.285,5.06,Online
1040,42.91,32.28,43.75,76.03,7.603,4.9,Offline
1041,76.34,16.98,21.69,38.67,3.867,2.25,Online
1042,58.45,20.21,27.64,47.85,4.785,2.44,Online
1043,59.35,14.7,17.38,32.07,3.207,1.97,Offline
1044,65.52595556,30.17,28.32,58.49,5.849,1.08,Offline
1045,66.11442269,24.23,29.5,53.73,5.373,2.05,Offline
1046,75.98,46.98,43.51,90.49,9.049,4.33,Offline
1047,92.57,28.2,35.88,64.08,6.408,3.58,Offline
1048,80.38,27.53,30.34,57.87,5.787,2.88,Online
1049,38.06,44.77,41.54,86.31,8.631,5.6,Offline
1050,45.38,33.47,37.68,71.15,7.115,5.36,Online
